city,date,max_temp_c,min_temp_c,avg_temp_c,max_wind_kph,total_precip_mm,total_snow_cm,avg_humidity,uv,chance_of_rain,chance_of_snow,condition,yd_condition,visibility_km,sunrise,sunset,pressure_mb,pressure_diff_mb
Valdivia,2019-12-25,18.4,7.8,13.2,17.1,0.0,0.0,69,10.6,0,0,Soleado,Lluvia,8.0,06:23 AM,09:23 PM,1017.62,4.0
Valdivia,2019-12-26,19.0,8.8,14.2,10.4,0.0,0.0,70,10.6,0,0,Soleado,Soleado,8.3,06:24 AM,09:23 PM,1014.71,2.0
Valdivia,2019-12-27,19.5,9.5,14.6,15.8,5.1,0.0,77,5.9,100,0,Lluvia,Soleado,6.7,06:24 AM,09:24 PM,1015.17,4.0
Valdivia,2019-12-28,22.4,11.8,16.6,14.8,0.0,0.0,73,11.0,0,0,Nublado,Lluvia,7.9,06:25 AM,09:24 PM,1015.88,3.0
Valdivia,2019-12-29,22.3,9.9,15.9,15.3,0.0,0.0,67,10.5,0,0,Soleado,Nublado,10.0,06:26 AM,09:24 PM,1014.58,5.0
Valdivia,2019-12-30,22.8,10.0,16.6,14.5,0.0,0.0,70,10.4,0,0,Nublado,Soleado,9.0,06:26 AM,09:24 PM,1018.33,2.0
Valdivia,2019-12-31,26.1,10.3,18.0,15.9,0.0,0.0,62,10.9,0,0,Nublado,Nublado,9.0,06:27 AM,09:24 PM,1014.96,5.0
Valdivia,2020-01-01,26.4,10.9,18.5,10.7,0.0,0.0,61,11.0,0,0,Soleado,Nublado,10.0,06:28 AM,09:25 PM,1012.54,2.0
Valdivia,2020-01-02,27.6,12.6,19.9,13.8,0.0,0.0,62,11.0,0,0,Soleado,Soleado,10.0,06:29 AM,09:25 PM,1014.88,3.0
Valdivia,2020-01-03,26.0,14.0,20.2,17.0,0.0,0.0,72,11.1,0,0,Nublado,Soleado,8.1,06:30 AM,09:25 PM,1018.08,4.0
Valdivia,2020-01-04,23.3,12.1,17.7,19.9,0.0,0.0,63,11.0,0,0,Nublado,Nublado,9.4,06:31 AM,09:25 PM,1019.46,4.0
Valdivia,2020-01-05,16.5,9.6,13.2,16.7,0.7,0.0,79,7.3,100,0,Lluvia,Nublado,9.4,06:31 AM,09:25 PM,1015.88,4.0
Valdivia,2020-01-06,17.7,8.9,13.4,13.0,0.0,0.0,72,10.7,0,0,Nublado,Lluvia,7.4,06:32 AM,09:25 PM,1017.92,2.0
Valdivia,2020-01-07,17.4,11.0,13.9,24.7,3.4,0.0,85,2.1,100,0,Lluvia,Nublado,9.8,06:33 AM,09:25 PM,1011.17,8.0
Valdivia,2020-01-08,14.7,10.2,12.8,24.3,11.7,0.0,80,2.4,100,0,Lluvia,Lluvia,8.9,06:34 AM,09:24 PM,1010.79,9.0
Valdivia,2020-01-09,15.5,9.8,12.3,17.9,1.4,0.0,87,4.1,100,0,Lluvia,Lluvia,9.0,06:35 AM,09:24 PM,1018.0,3.0
Valdivia,2020-01-10,19.7,9.4,14.3,14.2,0.0,0.0,79,10.2,0,0,Nublado,Lluvia,6.7,06:36 AM,09:24 PM,1018.62,3.0
Valdivia,2020-01-11,24.8,9.6,17.1,17.6,0.0,0.0,71,11.1,0,0,Nublado,Nublado,7.1,06:37 AM,09:24 PM,1016.12,5.0
Valdivia,2020-01-12,25.9,11.3,17.9,12.6,0.0,0.0,77,9.9,0,0,Nublado,Nublado,7.0,06:38 AM,09:24 PM,1012.62,4.0
Valdivia,2020-01-13,21.4,13.1,16.5,16.2,0.0,0.0,78,10.8,0,0,Nublado,Nublado,7.6,06:39 AM,09:23 PM,1014.0,2.0
Valdivia,2020-01-14,20.0,11.2,14.8,25.1,1.2,0.0,77,7.1,100,0,Lluvia,Nublado,6.7,06:41 AM,09:23 PM,1016.46,7.0
Valdivia,2020-01-15,18.8,7.9,13.1,17.2,0.0,0.0,63,10.5,0,0,Nublado,Lluvia,10.0,06:42 AM,09:22 PM,1022.67,3.0
Valdivia,2020-01-16,22.9,7.7,15.2,19.8,0.0,0.0,56,10.3,0,0,Soleado,Nublado,10.0,06:43 AM,09:22 PM,1020.08,10.0
Valdivia,2020-01-17,27.9,9.7,18.8,20.3,0.0,0.0,62,10.3,0,0,Soleado,Soleado,9.9,06:44 AM,09:22 PM,1014.17,3.0
Valdivia,2020-01-18,26.7,13.1,19.4,16.7,0.0,0.0,62,10.3,0,0,Nublado,Soleado,7.8,06:45 AM,09:21 PM,1013.5,3.0
Valdivia,2020-01-19,25.5,9.8,17.4,16.6,0.0,0.0,56,10.2,0,0,Soleado,Nublado,10.0,06:46 AM,09:20 PM,1013.88,2.0
Valdivia,2020-01-20,26.7,10.0,18.2,16.3,0.0,0.0,63,10.3,0,0,Nublado,Soleado,8.8,06:47 AM,09:20 PM,1014.92,2.0
Valdivia,2020-01-21,28.7,12.6,20.2,19.1,0.0,0.0,63,10.2,0,0,Nublado,Nublado,8.8,06:49 AM,09:19 PM,1014.92,4.0
Valdivia,2020-01-22,29.0,12.9,20.8,15.2,0.0,0.0,60,10.0,0,0,Nublado,Nublado,10.0,06:50 AM,09:19 PM,1011.92,4.0
Valdivia,2020-01-23,24.2,12.3,18.5,16.6,0.0,0.0,70,10.0,0,0,Nublado,Nublado,8.8,06:51 AM,09:18 PM,1017.04,7.0
Valdivia,2020-01-24,23.4,11.3,17.2,16.3,0.0,0.0,63,9.8,0,0,Soleado,Nublado,10.0,06:52 AM,09:17 PM,1019.0,2.0
Valdivia,2020-01-25,25.2,12.0,18.3,14.3,0.0,0.0,67,10.2,0,0,Nublado,Soleado,9.2,06:53 AM,09:17 PM,1018.29,3.0
Valdivia,2020-01-26,25.2,14.2,19.2,14.5,0.0,0.0,71,8.8,0,0,Nublado,Nublado,7.1,06:55 AM,09:16 PM,1018.96,2.0
Valdivia,2020-01-27,25.6,11.9,18.0,15.3,0.0,0.0,58,10.0,0,0,Soleado,Nublado,9.2,06:56 AM,09:15 PM,1016.92,5.0
Valdivia,2020-01-28,21.0,14.5,17.7,17.3,0.7,0.0,76,5.1,100,0,Lluvia,Soleado,7.2,06:57 AM,09:14 PM,1015.21,6.0
Valdivia,2020-01-29,21.4,8.9,14.9,16.0,0.0,0.0,64,9.5,0,0,Soleado,Lluvia,9.0,06:58 AM,09:13 PM,1019.08,2.0
Valdivia,2020-01-30,24.2,8.6,16.2,14.7,0.0,0.0,67,9.4,0,0,Soleado,Soleado,8.9,07:00 AM,09:12 PM,1017.46,5.0
Valdivia,2020-01-31,23.5,12.1,18.1,11.5,0.0,0.0,79,7.9,0,0,Nublado,Soleado,6.8,07:01 AM,09:11 PM,1015.96,4.0
Valdivia,2020-02-01,19.4,12.5,16.5,26.3,2.5,0.0,87,1.9,100,0,Lluvia,Nublado,5.7,07:02 AM,09:10 PM,1014.21,4.0
Valdivia,2020-02-02,20.1,9.9,14.1,15.5,0.0,0.0,75,9.0,0,0,Nublado,Lluvia,7.0,07:03 AM,09:09 PM,1014.5,4.0
Valdivia,2020-02-03,16.5,11.8,13.8,17.4,22.19,0.0,90,2.2,100,0,Lluvia,Nublado,7.3,07:04 AM,09:08 PM,1012.83,3.0
Valdivia,2020-02-04,17.6,10.4,13.3,15.5,4.95,0.0,82,7.1,100,0,Lluvia,Lluvia,8.6,07:06 AM,09:07 PM,1016.17,7.0
Valdivia,2020-02-05,19.2,7.3,13.1,16.0,0.0,0.0,69,9.7,0,0,Nublado,Lluvia,7.8,07:07 AM,09:06 PM,1017.67,3.0
Valdivia,2020-02-06,19.9,6.9,13.2,13.9,0.0,0.0,67,9.3,0,0,Soleado,Nublado,10.0,07:08 AM,09:05 PM,1018.5,4.0
Valdivia,2020-02-07,24.6,7.2,15.8,14.0,0.0,0.0,64,9.3,0,0,Nublado,Soleado,8.8,07:09 AM,09:04 PM,1019.58,4.0
Valdivia,2020-02-08,28.0,9.7,18.8,13.5,0.0,0.0,60,9.1,0,0,Soleado,Nublado,10.0,07:11 AM,09:03 PM,1015.62,6.0
Valdivia,2020-02-09,27.9,13.5,20.4,14.6,0.0,0.0,58,9.0,0,0,Soleado,Soleado,10.0,07:12 AM,09:02 PM,1015.38,2.0
Valdivia,2020-02-10,27.0,13.2,19.5,15.3,0.0,0.0,70,8.9,0,0,Soleado,Soleado,9.3,07:13 AM,09:01 PM,1014.83,2.0
Valdivia,2020-02-11,25.4,12.4,17.8,17.6,0.0,0.0,76,9.2,0,0,Nublado,Soleado,7.0,07:14 AM,08:59 PM,1014.0,3.0
Valdivia,2020-02-12,19.4,13.0,16.3,14.1,2.0,0.0,78,5.8,100,0,Lluvia,Nublado,7.4,07:16 AM,08:58 PM,1015.08,5.0
Valdivia,2020-02-13,19.7,8.4,14.1,17.2,0.0,0.0,75,9.0,0,0,Nublado,Lluvia,7.2,07:17 AM,08:57 PM,1018.12,3.0
Valdivia,2020-02-14,19.0,9.7,14.1,13.6,0.0,0.0,83,5.3,0,0,Nublado,Nublado,7.7,07:18 AM,08:56 PM,1016.12,6.0
Valdivia,2020-02-15,19.8,12.6,15.9,14.2,0.6,0.0,82,5.7,100,0,Lluvia,Nublado,7.9,07:19 AM,08:54 PM,1012.83,3.0
Valdivia,2020-02-16,19.2,13.1,15.7,12.1,1.4,0.0,84,1.4,100,0,Nublado,Lluvia,7.1,07:20 AM,08:53 PM,1010.46,2.0
Valdivia,2020-02-17,18.4,11.1,14.8,14.0,0.1,0.0,70,8.2,100,0,Lluvia,Nublado,9.9,07:22 AM,08:52 PM,1016.58,8.0
Valdivia,2020-02-18,23.3,8.1,15.6,16.0,0.0,0.0,72,8.1,0,0,Soleado,Lluvia,8.0,07:23 AM,08:50 PM,1017.83,7.0
Valdivia,2020-02-19,22.8,11.1,16.2,18.4,0.0,0.0,62,8.4,0,0,Nublado,Soleado,7.6,07:24 AM,08:49 PM,1018.08,3.0
Valdivia,2020-02-20,30.5,8.5,18.5,20.1,0.0,0.0,50,7.9,0,0,Soleado,Nublado,10.0,07:25 AM,08:48 PM,1015.58,8.0
Valdivia,2020-02-21,31.1,12.6,21.6,13.3,0.0,0.0,41,7.8,0,0,Soleado,Soleado,10.0,07:26 AM,08:46 PM,1014.21,2.0
Valdivia,2020-02-22,26.7,13.8,19.5,7.9,0.0,0.0,48,7.7,0,0,Soleado,Soleado,10.0,07:27 AM,08:45 PM,1014.38,2.0
Valdivia,2020-02-23,22.1,11.2,16.2,17.7,0.0,0.0,68,7.6,0,0,Soleado,Soleado,9.8,07:29 AM,08:43 PM,1013.96,3.0
Valdivia,2020-02-24,17.3,10.7,13.8,12.7,0.0,0.0,77,4.0,0,0,Nublado,Soleado,8.9,07:30 AM,08:42 PM,1018.25,4.0
Valdivia,2020-02-25,21.0,9.4,15.2,14.7,0.0,0.0,72,7.5,0,0,Nublado,Nublado,7.6,07:31 AM,08:41 PM,1020.92,2.0
Valdivia,2020-02-26,23.5,9.2,16.2,17.7,0.0,0.0,70,7.5,0,0,Nublado,Nublado,8.6,07:32 AM,08:39 PM,1018.38,5.0
Valdivia,2020-02-27,25.8,13.4,18.9,16.3,0.0,0.0,70,7.5,0,0,Nublado,Nublado,9.0,07:33 AM,08:38 PM,1016.54,3.0
Valdivia,2020-02-28,24.6,13.3,18.4,13.3,0.0,0.0,69,7.4,0,0,Nublado,Nublado,8.9,07:34 AM,08:36 PM,1018.58,3.0
Valdivia,2020-02-29,28.4,10.3,19.2,12.0,0.0,0.0,61,7.0,0,0,Soleado,Nublado,9.9,07:35 AM,08:35 PM,1015.67,7.0
Valdivia,2020-03-01,27.4,14.0,19.8,10.6,0.0,0.0,68,7.2,0,0,Nublado,Soleado,7.8,07:36 AM,08:33 PM,1014.92,2.0
Valdivia,2020-03-02,26.7,11.2,18.7,11.6,0.0,0.0,69,6.9,0,0,Nublado,Nublado,9.0,07:38 AM,08:32 PM,1015.12,2.0
Valdivia,2020-03-03,26.7,10.4,17.7,10.5,0.0,0.0,69,6.8,0,0,Soleado,Nublado,8.3,07:39 AM,08:30 PM,1014.75,4.0
Valdivia,2020-03-04,26.7,10.6,17.6,14.0,0.0,0.0,69,7.0,0,0,Nublado,Soleado,7.7,07:40 AM,08:29 PM,1017.46,2.0
Valdivia,2020-03-05,26.6,13.7,19.3,13.5,0.0,0.0,69,6.8,0,0,Nublado,Nublado,10.0,07:41 AM,08:27 PM,1016.58,3.0
Valdivia,2020-03-06,21.3,12.0,16.2,14.4,1.8,0.0,78,6.3,100,0,Nublado,Nublado,8.9,07:42 AM,08:25 PM,1013.42,2.0
Valdivia,2020-03-07,21.5,11.3,16.0,14.1,0.1,0.0,73,6.7,100,0,Soleado,Nublado,7.5,07:43 AM,08:24 PM,1016.17,4.0
Valdivia,2020-03-08,22.1,9.0,14.7,13.1,0.0,0.0,71,6.2,0,0,Nublado,Soleado,9.0,07:44 AM,08:22 PM,1017.17,3.0
Valdivia,2020-03-09,24.0,9.9,16.1,10.8,0.0,0.0,65,6.1,0,0,Soleado,Nublado,10.0,07:45 AM,08:21 PM,1016.96,4.0
Valdivia,2020-03-10,23.0,10.2,15.7,12.3,0.0,0.0,74,6.2,0,0,Nublado,Soleado,10.0,07:46 AM,08:19 PM,1015.58,4.0
Valdivia,2020-03-11,22.8,13.7,17.5,10.1,0.4,0.0,74,5.8,100,0,Nublado,Nublado,8.8,07:47 AM,08:18 PM,1013.88,3.0
Valdivia,2020-03-12,21.7,11.3,16.0,20.2,0.4,0.0,76,4.2,100,0,Lluvia,Nublado,10.0,07:48 AM,08:16 PM,1011.67,4.0
Valdivia,2020-03-13,19.2,11.5,15.7,20.1,3.3,0.0,80,4.8,100,0,Lluvia,Lluvia,9.4,07:49 AM,08:14 PM,1017.33,9.0
Valdivia,2020-03-14,21.5,7.1,13.7,16.3,0.0,0.0,71,5.7,0,0,Nublado,Lluvia,8.6,07:50 AM,08:13 PM,1021.79,4.0
Valdivia,2020-03-15,22.6,8.2,14.9,14.1,0.0,0.0,73,5.6,0,0,Nublado,Nublado,7.7,07:51 AM,08:11 PM,1017.96,7.0
Valdivia,2020-03-16,21.1,9.0,14.9,13.1,0.0,0.0,82,3.9,0,0,Nublado,Nublado,6.9,07:52 AM,08:10 PM,1016.04,3.0
Valdivia,2020-03-17,21.7,9.8,15.5,12.1,0.0,0.0,82,4.7,0,0,Nublado,Nublado,5.2,07:53 AM,08:08 PM,1018.58,2.0
Valdivia,2020-03-18,21.3,8.5,14.5,12.8,0.0,0.0,78,5.3,0,0,Nublado,Nublado,5.9,07:54 AM,08:07 PM,1018.12,3.0
Valdivia,2020-03-19,21.7,8.0,14.6,12.7,0.0,0.0,78,5.2,0,0,Nublado,Nublado,8.6,07:55 AM,08:05 PM,1020.38,2.0
Valdivia,2020-03-20,22.6,12.2,16.4,10.5,0.0,0.0,82,4.3,0,0,Nublado,Nublado,6.1,07:56 AM,08:03 PM,1014.21,9.0
Valdivia,2020-03-21,17.8,12.4,14.8,19.5,0.3,0.0,82,2.3,100,0,Lluvia,Nublado,7.3,07:57 AM,08:02 PM,1011.25,4.0
Valdivia,2020-03-22,20.2,10.6,14.6,16.9,0.0,0.0,75,4.7,0,0,Nublado,Lluvia,10.0,07:58 AM,08:00 PM,1013.08,3.0
Valdivia,2020-03-23,16.1,13.1,14.5,22.0,21.71,0.0,87,1.2,100,0,Lluvia,Nublado,7.7,07:59 AM,07:59 PM,1011.88,4.0
Valdivia,2020-03-24,20.6,13.2,16.3,13.4,3.7,0.0,90,0.8,100,0,Lluvia,Lluvia,7.5,08:00 AM,07:57 PM,1017.67,4.0
Valdivia,2020-03-25,24.6,11.9,17.1,11.1,0.0,0.0,80,4.2,0,0,Nublado,Lluvia,5.8,08:01 AM,07:55 PM,1017.25,5.0
Valdivia,2020-03-26,23.6,10.5,16.7,10.4,0.0,0.0,78,4.3,0,0,Soleado,Nublado,8.5,08:02 AM,07:54 PM,1012.12,5.0
Valdivia,2020-03-27,20.8,11.6,15.3,11.7,1.0,0.0,81,4.1,100,0,Lluvia,Soleado,7.2,08:03 AM,07:52 PM,1012.25,2.0
Valdivia,2020-03-28,17.0,11.7,13.9,10.1,3.9,0.0,84,1.4,100,0,Lluvia,Lluvia,7.2,08:04 AM,07:51 PM,1016.75,8.0
Valdivia,2020-03-29,18.0,7.3,12.0,14.6,0.0,0.0,78,4.1,0,0,Nublado,Lluvia,6.4,08:05 AM,07:49 PM,1021.46,2.0
Valdivia,2020-03-30,19.1,6.8,12.1,14.0,0.0,0.0,74,3.9,0,0,Nublado,Nublado,6.8,08:06 AM,07:48 PM,1020.67,4.0
Valdivia,2020-03-31,18.6,7.9,12.5,14.7,0.0,0.0,77,3.8,0,0,Nublado,Nublado,8.6,08:07 AM,07:46 PM,1018.5,5.0
Valdivia,2020-04-01,19.3,7.0,12.6,15.0,0.0,0.0,78,3.7,0,0,Nublado,Nublado,5.8,08:08 AM,07:44 PM,1024.08,4.0
Valdivia,2020-04-02,21.5,8.5,14.1,15.2,0.0,0.0,76,3.5,0,0,Nublado,Nublado,6.7,08:09 AM,07:43 PM,1021.17,9.0
Valdivia,2020-04-03,19.2,7.9,12.6,10.2,0.1,0.0,84,2.7,100,0,Nublado,Nublado,4.8,08:10 AM,07:41 PM,1016.5,3.0
Valdivia,2020-04-04,16.9,7.9,12.0,16.3,0.0,0.0,76,3.4,0,0,Soleado,Nublado,7.4,08:11 AM,07:40 PM,1015.46,3.0
Valdivia,2020-04-05,16.5,6.9,11.1,13.4,0.7,0.0,79,3.2,100,0,Lluvia,Soleado,8.5,07:13 AM,06:38 PM,1020.42,9.0
Valdivia,2020-04-06,16.4,4.0,9.6,15.7,0.0,0.0,73,3.6,0,0,Soleado,Lluvia,7.6,07:14 AM,06:36 PM,1023.96,5.0
Valdivia,2020-04-07,19.9,5.7,11.8,12.3,0.0,0.0,76,3.6,0,0,Nublado,Soleado,6.4,07:15 AM,06:35 PM,1018.33,7.0
Valdivia,2020-04-08,22.9,7.6,13.5,5.4,0.0,0.0,72,3.4,0,0,Soleado,Nublado,8.1,07:16 AM,06:33 PM,1014.33,3.0
Valdivia,2020-04-09,18.6,7.8,12.0,6.8,0.0,0.0,83,3.2,0,0,Nublado,Soleado,7.9,07:17 AM,06:31 PM,1015.71,2.0
Valdivia,2020-04-10,16.6,8.3,11.9,8.4,1.3,0.0,90,0.8,100,0,Lluvia,Nublado,4.4,07:18 AM,06:30 PM,1016.5,4.0
Valdivia,2020-04-11,15.6,6.6,10.8,13.5,0.0,0.0,75,2.7,0,0,Nublado,Lluvia,5.4,07:19 AM,06:28 PM,1020.54,3.0
Valdivia,2020-04-12,15.0,4.5,9.1,11.1,0.0,0.0,79,3.1,0,0,Nublado,Nublado,6.4,07:20 AM,06:27 PM,1021.92,4.0
Valdivia,2020-04-13,16.9,5.0,10.1,9.1,0.0,0.0,81,3.0,0,0,Nublado,Nublado,6.5,07:21 AM,06:25 PM,1024.08,5.0
Valdivia,2020-04-14,18.5,5.1,11.3,4.3,0.5,0.0,71,2.8,100,0,Nublado,Nublado,7.7,07:22 AM,06:24 PM,1016.79,7.0
Valdivia,2020-04-15,14.4,10.6,12.1,11.7,10.0,0.0,72,0.8,100,0,Lluvia,Nublado,8.2,07:23 AM,06:23 PM,1015.33,3.0
Valdivia,2020-04-16,17.8,11.9,14.1,16.3,11.1,0.0,95,0.4,100,0,Lluvia,Lluvia,6.9,07:24 AM,06:21 PM,1017.79,1.0
Valdivia,2020-04-17,17.1,13.7,14.8,16.3,15.9,0.0,98,0.4,100,0,Lluvia,Lluvia,7.3,07:25 AM,06:20 PM,1016.62,3.0
Valdivia,2020-04-18,16.7,11.4,13.9,13.1,3.0,0.0,92,0.9,100,0,Lluvia,Lluvia,7.6,07:26 AM,06:18 PM,1016.58,4.0
Valdivia,2020-04-19,14.9,9.6,12.1,10.1,3.4,0.0,91,1.2,100,0,Lluvia,Lluvia,9.0,07:27 AM,06:17 PM,1020.5,4.0
Valdivia,2020-04-20,15.4,7.3,10.8,11.4,0.0,0.0,81,2.0,0,0,Nublado,Lluvia,6.0,07:28 AM,06:15 PM,1023.38,1.0
Valdivia,2020-04-21,15.2,5.0,9.5,9.1,0.0,0.0,78,2.4,0,0,Nublado,Nublado,7.7,07:29 AM,06:14 PM,1019.54,4.0
Valdivia,2020-04-22,19.9,5.6,11.4,4.0,0.0,0.0,70,2.2,0,0,Nublado,Nublado,10.0,07:30 AM,06:13 PM,1013.5,6.0
Valdivia,2020-04-23,15.4,9.5,11.8,11.2,7.8,0.0,85,0.9,100,0,Lluvia,Nublado,7.8,07:31 AM,06:11 PM,1010.0,2.0
Valdivia,2020-04-24,17.7,10.3,13.0,17.3,3.6,0.0,90,0.7,100,0,Lluvia,Lluvia,8.7,07:32 AM,06:10 PM,1009.67,3.0
Valdivia,2020-04-25,16.2,11.3,13.2,17.7,9.25,0.0,96,0.6,100,0,Lluvia,Lluvia,8.2,07:32 AM,06:09 PM,1013.54,4.0
Valdivia,2020-04-26,15.6,8.2,12.0,17.1,3.0,0.0,91,1.4,100,0,Lluvia,Lluvia,5.9,07:33 AM,06:07 PM,1014.46,3.0
Valdivia,2020-04-27,15.0,10.8,12.5,14.2,8.6,0.0,92,0.5,100,0,Lluvia,Lluvia,9.6,07:34 AM,06:06 PM,1016.58,5.0
Valdivia,2020-04-28,15.1,9.6,11.9,9.9,1.9,0.0,89,0.7,100,0,Lluvia,Lluvia,8.9,07:35 AM,06:05 PM,1022.38,2.0
Valdivia,2020-04-29,15.2,6.6,9.9,4.7,0.4,0.0,85,1.6,100,0,Nublado,Lluvia,6.2,07:36 AM,06:04 PM,1019.12,5.0
Valdivia,2020-04-30,16.7,8.2,11.7,5.0,0.0,0.0,85,1.3,0,0,Nublado,Nublado,6.1,07:37 AM,06:03 PM,1020.79,3.0
Valdivia,2020-05-01,16.9,7.1,10.8,4.3,0.0,0.0,82,1.6,0,0,Nublado,Nublado,9.0,07:38 AM,06:01 PM,1017.33,4.0
Valdivia,2020-05-02,15.4,9.4,11.6,11.7,8.5,0.0,91,0.4,100,0,Lluvia,Nublado,9.0,07:39 AM,06:00 PM,1015.83,2.0
Valdivia,2020-05-03,13.3,8.7,10.8,14.9,4.8,0.0,93,0.5,100,0,Lluvia,Lluvia,9.3,07:40 AM,05:59 PM,1018.0,0.0
Valdivia,2020-05-04,15.0,9.1,12.0,24.5,15.4,0.0,96,0.3,100,0,Lluvia,Lluvia,7.4,07:41 AM,05:58 PM,1016.33,9.0
Valdivia,2020-05-05,14.0,5.8,9.0,9.4,0.0,0.0,90,1.1,0,0,Nublado,Lluvia,3.7,07:42 AM,05:57 PM,1024.42,3.0
Valdivia,2020-05-06,16.2,3.8,9.2,9.3,0.0,0.0,84,1.3,0,0,Nublado,Nublado,6.0,07:43 AM,05:56 PM,1021.54,5.0
Valdivia,2020-05-07,17.8,5.7,11.0,3.6,0.0,0.0,87,1.3,0,0,Soleado,Nublado,6.4,07:44 AM,05:55 PM,1016.29,5.0
Valdivia,2020-05-08,16.1,8.9,12.0,26.8,14.0,0.0,89,1.0,100,0,Lluvia,Soleado,7.7,07:45 AM,05:54 PM,1010.38,8.0
Valdivia,2020-05-09,13.7,10.3,11.8,29.7,10.8,0.0,93,0.4,100,0,Lluvia,Lluvia,8.6,07:46 AM,05:53 PM,1009.71,4.0
Valdivia,2020-05-10,12.9,8.2,10.7,20.0,5.45,0.0,90,0.4,100,0,Lluvia,Lluvia,8.7,07:47 AM,05:52 PM,1015.17,14.0
Valdivia,2020-05-11,13.1,7.1,9.2,8.2,0.0,0.0,91,0.4,0,0,Nublado,Lluvia,5.6,07:48 AM,05:51 PM,1021.79,2.0
Valdivia,2020-05-12,13.4,4.7,8.4,6.9,0.1,0.0,89,0.9,100,0,Lluvia,Nublado,4.0,07:49 AM,05:50 PM,1024.0,3.0
Valdivia,2020-05-13,14.5,6.1,9.6,2.9,0.0,0.0,88,0.7,0,0,Nublado,Lluvia,5.5,07:50 AM,05:49 PM,1024.62,3.0
Valdivia,2020-05-14,13.8,9.6,11.5,13.8,4.4,0.0,95,0.2,100,0,Lluvia,Nublado,4.9,07:51 AM,05:48 PM,1021.12,3.0
Valdivia,2020-05-15,15.8,12.3,13.9,12.7,4.1,0.0,98,0.1,100,0,Lluvia,Lluvia,6.8,07:52 AM,05:47 PM,1019.17,2.0
Valdivia,2020-05-16,15.2,11.4,13.5,11.3,4.4,0.0,98,0.2,100,0,Lluvia,Lluvia,8.7,07:52 AM,05:46 PM,1016.58,2.0
Valdivia,2020-05-17,15.9,9.7,12.3,12.6,01.02,0.0,96,0.1,100,0,Nublado,Lluvia,2.4,07:53 AM,05:45 PM,1014.04,6.0
Valdivia,2020-05-18,13.2,9.0,11.9,18.4,24.2,0.0,96,0.1,100,0,Lluvia,Nublado,7.2,07:54 AM,05:45 PM,1013.25,3.0
Valdivia,2020-05-19,11.9,8.1,9.9,5.4,9.7,0.0,96,0.3,100,0,Lluvia,Lluvia,6.2,07:55 AM,05:44 PM,1016.46,5.0
Valdivia,2020-05-20,11.9,5.9,8.3,4.0,2.9,0.0,93,0.2,100,0,Lluvia,Lluvia,5.7,07:56 AM,05:43 PM,1020.17,3.0
Valdivia,2020-05-21,12.7,4.2,7.1,8.0,0.0,0.0,90,0.8,0,0,Nublado,Lluvia,6.9,07:57 AM,05:42 PM,1024.88,6.0
Valdivia,2020-05-22,12.5,2.5,6.4,7.0,0.0,0.0,84,0.8,0,0,Soleado,Nublado,7.7,07:58 AM,05:42 PM,1026.5,4.0
Valdivia,2020-05-23,13.4,4.2,8.3,10.7,1.4,0.0,82,0.6,100,0,Lluvia,Soleado,8.4,07:58 AM,05:41 PM,1022.0,4.0
Valdivia,2020-05-24,16.2,9.8,13.1,15.1,19.6,0.0,97,0.1,100,0,Lluvia,Lluvia,6.3,07:59 AM,05:40 PM,1019.83,3.0
Valdivia,2020-05-25,15.2,8.6,10.9,2.9,0.0,0.0,93,0.6,0,0,Nublado,Lluvia,5.4,08:00 AM,05:40 PM,1017.5,6.0
Valdivia,2020-05-26,16.1,7.8,11.1,3.6,0.0,0.0,91,0.7,0,0,Nublado,Nublado,5.9,08:01 AM,05:39 PM,1014.54,3.0
Valdivia,2020-05-27,12.8,7.0,10.0,11.5,0.4,0.0,88,0.5,100,0,Nublado,Nublado,6.5,08:02 AM,05:39 PM,1017.92,4.0
Valdivia,2020-05-28,9.9,4.5,6.7,11.1,1.4,0.0,91,0.2,100,0,Lluvia,Nublado,5.1,08:02 AM,05:38 PM,1019.67,5.0
Valdivia,2020-05-29,8.8,2.2,5.1,10.3,0.0,0.0,90,0.6,0,0,Nublado,Lluvia,6.0,08:03 AM,05:38 PM,1023.58,5.0
Valdivia,2020-05-30,10.0,-0.1,4.1,10.5,0.0,0.0,88,0.5,0,0,Nublado,Nublado,4.8,08:04 AM,05:37 PM,1025.96,4.0
Valdivia,2020-05-31,10.5,2.6,5.7,10.4,0.0,0.0,91,0.1,0,0,Nublado,Nublado,5.1,08:04 AM,05:37 PM,1023.58,3.0
Valdivia,2020-06-01,10.8,3.2,6.7,15.7,0.1,0.0,92,0.1,100,0,Nublado,Nublado,4.0,08:05 AM,05:37 PM,1022.92,4.0
Valdivia,2020-06-02,11.4,5.2,8.5,16.3,15.1,0.0,94,0.1,100,0,Lluvia,Nublado,6.5,08:06 AM,05:36 PM,1017.58,4.0
Valdivia,2020-06-03,10.9,3.9,6.4,11.5,0.0,0.0,93,0.5,0,0,Nublado,Lluvia,4.3,08:06 AM,05:36 PM,1023.29,3.0
Valdivia,2020-06-04,11.0,2.4,5.9,9.9,0.0,0.0,90,0.5,0,0,Nublado,Nublado,4.6,08:07 AM,05:36 PM,1021.71,3.0
Valdivia,2020-06-05,11.2,5.7,7.6,17.4,0.0,0.0,86,0.4,0,0,Nublado,Nublado,9.6,08:08 AM,05:35 PM,1019.08,5.0
